ID,RequirementText,Functional (F),Availability (A),Fault Tolerance (FT),Legal (L),Look & Feel (LF),Maintainability (MN),Operability (O),Performance (PE),Portability (PO),Scalability (SC),Security (SE),Usability (US)
5247,System shall provide real-time price updates.,,,,,,,,,,,,
5248,"Users shall view a detailed log of all their past trades, including date, price, and quantity.",,,,,,,,,,,,
5249,"Filtering options by date, instrument, or trade type shall be available.",,,,,,,,,,,,
5250,"Users shall specify a timeframe (e.g., one day, one week, one month) for forecasts.",,,,,,,,,,,,
5251,System shall display a prediction graph based on the user-selected timeframe.,,,,,,,,,,,,
5252,Past data up to the present date shall be available for context.,,,,,,,,,,,,
5253,The system shall highlight and provide a numerical value for the predicted price of the next trading day.,,,,,,,,,,,,
5254,Stockify shall achieve a two-second response time for user requests under normal load conditions.,,,,,,,,,,,,
5255,The system shall support concurrent user access without experiencing performance degradation.,,,,,,,,,,,,
5256,"User data, especially sensitive financial details, shall be encrypted both in transit and at rest.",,,,,,,,,,,,
5257,Security audits shall be conducted quarterly to identify potential vulnerabilities.,,,,,,,,,,,,
5258,The system shall implement comprehensive security measures to safeguard users from harm.,,,,,,,,,,,,
5259,"Stockify shall seamlessly integrate with various external news sources, stock exchanges, and other financial APIs.",,,,,,,,,,,,
5260,The system shall react to user input for routine activities in two seconds or less.,,,,,,,,,,,,
5261,The system shall maintain reaction times of less than 5 seconds even under heavy loads.,,,,,,,,,,,,
5262,"User data will be encrypted using industry-standard encryption algorithms, including payment information and personal data.",,,,,,,,,,,,
5263,Only authorized workers will be able to access the administrative panel.,,,,,,,,,,,,
5264,The system will offer defense against widespread online vulnerabilities like cross-site scripting (XSS) and SQL injection.,,,,,,,,,,,,
5265,User experience (UX) design best practices will be adhered to by the user interface.,,,,,,,,,,,,
5266,"User shall be able to change perspective and orientation through a touch scroll bar, serving as the central mechanic of the game.",,,,,,,,,,,,
5267,"User shall be able to perform sudden movements upward from solid ground, as a necessary movement mechanic.",,,,,,,,,,,,
5268,"System shall identify areas triggering the restart of the level, whether encompassing stage boundaries or spike-like traps.",,,,,,,,,,,,
5269,"Upon starting up the application, the first viewable screen shall contain buttons for play game options.",,,,,,,,,,,,
5270,"In-game option to halt gameplay shall be provided, allowing access to fields displayed on the title screen.",,,,,,,,,,,,
5271,User shall be able to connect via IP address.,,,,,,,,,,,,
5272,User shall be able to start a game once two users are connected.,,,,,,,,,,,,
5273,User shall be given the choice of playing single or multiplayer.,,,,,,,,,,,,
5274,Each user shall select different modes and maps.,,,,,,,,,,,,
5275,A stable internet connection shall be required for the player.,,,,,,,,,,,,
5276,A player will be able to quit the game at any time.,,,,,,,,,,,,
5277,Quitting will end the game immediately.,,,,,,,,,,,,
5278,"In games, players shall be able to peek, fire, view maps, use vehicles, revive others, and use emotes for conversation.",,,,,,,,,,,,
5279,User shall be able to render the scene at a minimum of 30 frames per second.,,,,,,,,,,,,
5280,User shall be able to complete matchmaking in less than 3 minutes.,,,,,,,,,,,,
5281,"User shall be able to load the game within 1 minute on subsequent visits, benefiting from cache optimization.",,,,,,,,,,,,
5282,System shall be able to ensure that the time elapsed between a player making a move and other players updating the game state is under 5 seconds.,,,,,,,,,,,,
5283,System shall be able to provide a visual response to user input within 100 milliseconds.,,,,,,,,,,,,
5284,"User shall find the Gambler Agent application's client side very easy to use and enjoyable, with a simple interface allowing newcomers to quickly start playing.",,,,,,,,,,,,
5285,"System shall ensure reliability by storing user accounts in the database, preventing users from suffering from errors and maintaining consistent data.",,,,,,,,,,,,
5286,"System shall ensure availability by implementing precautions against server failures, such as checkpoints and regular backups, to maintain a stable state for users.",,,,,,,,,,,,
5287,System shall guarantee security by not sharing or selling any personal information to third-party companies.,,,,,,,,,,,,
5288,System shall ensure maintainability by designing a flexible structure that allows for easy integration of new functionalities.,,,,,,,,,,,,
5289,"System shall ensure portability by enabling access to the Gambler Agent application from any platform, as it is an online game application.",,,,,,,,,,,,
5290,"User shall initiate the play function by selecting the play icon, transitioning the menu screen to the play game screen.",,,,,,,,,,,,
5291,System shall match the player with another player upon selection of the play icon.,,,,,,,,,,,,
5292,"Upon finding a matched user, the ingame screen shall prompt the matched user's name.",,,,,,,,,,,,
5293,"Once the prompt disappears, the game shall start in the ingame screen with a two-dimensional environment where all objects rest on the ground.",,,,,,,,,,,,
5294,"Characters in the ingame screen shall be able to move in up, down, right, and left directions.",,,,,,,,,,,,
5295,User shall be able to drag the chosen object and rotate the chosen mirror in the ingame screen.,,,,,,,,,,,,
5296,Only enlightened places shall be visible in the ingame screen.,,,,,,,,,,,,
5297,"Movement shall be facilitated by touching the respective buttons (up, down, left, right) for character movement, with interruptions if there is no light at the destination or if the movement path is blocked.",,,,,,,,,,,,
5298,"Objects shall be chosen by touching them once in the ingame screen, with the selected object brightened and distinct from others.",,,,,,,,,,,,
5299,"Each object shall have its own allowed operations, such as rotating mirrors or firing the torch.",,,,,,,,,,,,
5300,"The torch will be able to be fired up by touching it, and objects will be able to be dropped by leaving them at their initial place.",,,,,,,,,,,,
5301,"Upon touching the how to play button on the menu screen, the how to play screen shall be displayed, and users shall be able to see screenshots of tutorial screens by sliding the windows.",,,,,,,,,,,,
5302,The game shall be closed upon user interaction with the exit icon or the phone's back buttons.,,,,,,,,,,,,
5303,"Choosing the option button from the menu screen shall display the options screen, where users can adjust game music and sounds using horizontal sliders, and change their nicknames from the textbox.",,,,,,,,,,,,
5304,"In the ingame screen, users can choose emote buttons by touching them, and upon selection, the chosen emote shall be displayed to the other user.",,,,,,,,,,,,
5305,"User shall be able to pause the game by touching the pause button, which shall immediately display the pause screen, and the game shall be continued when any player touches the resume button in the pause screen.",,,,,,,,,,,,
5306,User shall be informed about system failures through error messages displayed on the main screen.,,,,,,,,,,,,
5307,"System shall ensure availability 24/7, informing users and preventing them from continuing in case of unexpected failures.",,,,,,,,,,,,
5308,Security concerns are mitigated as Light My Way doesn't create user profiles or access credentials.,,,,,,,,,,,,
5309,Documentation for all system modules shall be provided for maintainability.,,,,,,,,,,,,
5310,Requirement and change management shall be utilized during the development phase.,,,,,,,,,,,,
5311,Light My Way shall exclusively run on Android OS without cross-platform compatibility.,,,,,,,,,,,,
5312,"User shall easily navigate the system with a simple web page design, ensuring accessibility for all users.",,,,,,,,,,,,
5313,"System shall facilitate quick access to desired content, enabling users to find what they are looking for effortlessly.",,,,,,,,,,,,
5314,System shall execute recipe searches and recommendations swiftly to enhance performance and user experience.,,,,,,,,,,,,
5315,System shall prioritize speed in performing actions such as searching for recipes and providing recommendations.,,,,,,,,,,,,
5316,"System shall implement robust security measures to protect users' personal information, ensuring user data confidentiality and integrity.",,,,,,,,,,,,
5317,"User shall easily find what they are looking for on the website, with a simple web design ensuring ease of use.",,,,,,,,,,,,
5318,"All functions, particularly complex ones, shall undergo thorough testing to ensure usability.",,,,,,,,,,,,
5319,"The system's response time to users and various time measurements, such as refresh time, shall be optimized for efficiency.",,,,,,,,,,,,
5320,Users' personal information shall be securely stored and kept confidential within the system.,,,,,,,,,,,,
5321,User shall be able to input a correct last watched title string and validate its presence.,,,,,,,,,,,,
5322,User shall be able to retrieve the correct genre from their title or from a list of genres.,,,,,,,,,,,,
5323,"User shall be able to process data, reloading if necessary, and accurately handle attributes for recommendations.",,,,,,,,,,,,
