ID,RequirementText,Functional (F),Availability (A),Fault Tolerance (FT),Legal (L),Look & Feel (LF),Maintainability (MN),Operability (O),Performance (PE),Portability (PO),Scalability (SC),Security (SE),Usability (US),AI_Model,AI_Confidence,AI_Rationale
7379,The system shall allow camp administrators to add campers with details for tracking purposes.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This requirement specifies a functional capability (administrators can add campers and their details for tracking). It does not mention availability, security, performance, usability, or other non-functional aspects."
7380,The system shall allow camp administrators to remove campers who no longer attend the camp.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This requirement specifies a functional capability: administrators must be able to remove campers. It does not mention availability, performance, security, usability, or other non-functional aspects."
7381,The system shall store camper records from previous years for reference.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This specifies a capability the system must provide (storing historical camper records for reference), which is a functional requirement rather than a quality attribute."
7382,The system shall allow camp administrators to upload consent forms for easy access.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This specifies a functional capability (administrators can upload consent forms). The phrase 'for easy access' suggests a usability goal but is not a clear non-functional requirement, so only Functional is labeled."
7383,The system shall track which campers submitted which forms to ensure compliance.,1,0,0,0,0,0,0,0,0,0,1,0,gpt-5-mini,0.7,"Requirement specifies a functional capability (tracking which campers submitted which forms) — therefore Functional. The purpose 'to ensure compliance' implies auditability/accountability, which relates to security (audit/logging), so Security is marked. No explicit availability, performance, legal, usability, etc., are stated."
7384,The system shall allow camp administrators to schedule activities for campers.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This requirement specifies a system capability (allow camp administrators to schedule activities) describing functional behavior; it does not mention availability, performance, security, usability, or other quality attributes."
7385,The system shall automatically generate nametags for campers.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This specifies a functional behavior (automatic generation of nametags). It does not mention availability, security, performance, UI look-and-feel, or other non-functional qualities."
7386,The system shall allow camp administrators to suspend campers for behavioral issues.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.7,"This is a functional requirement describing a system capability (allowing administrators to suspend campers). It does not explicitly state availability, security, scalability, usability, or other non-functional aspects."
7387,The system shall allow camp administrators to set reminders for specific tasks.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This describes a functional capability — administrators can set reminders for tasks. No non-functional quality (availability, performance, security, etc.) is specified."
7388,The system shall allow camp administrators to assign different positions to staff members.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This describes a system capability (allow administrators to assign positions to staff) — a functional requirement. It does not specify availability, performance, security, usability, or other non-functional concerns."
7389,The system shall allow camp administrators to send warnings to staff members.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.97,"This requirement specifies a system capability (allow camp administrators to send warnings to staff members), which is a functional behavior. It does not mention availability, security, usability, performance, or other non-functional aspects."
7390,The system shall allow camp administrators to create and modify rules for campers and staff.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.87,"This requirement specifies a functional capability: administrators can create and modify rules. It describes what the system should do, with no quality attributes (availability, security, usability, etc.) implied."
7391,The system shall track the usage of internal camp facilities to avoid scheduling conflicts.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.86,"This requirement specifies a system function (tracking facility usage and preventing scheduling conflicts). It does not explicitly state non-functional concerns like availability, performance, scalability, security, or usability."
7392,The system shall provide an avenue for parents to submit feedback and concerns.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This requirement specifies a functional capability: providing an avenue for parents to submit feedback and concerns. It does not explicitly mention availability, security, usability, or other quality attributes, so only Functional is set to true."
7393,The system shall securely store campers' emergency information for easy access.,1,0,0,0,0,0,0,0,0,0,1,1,gpt-5-mini,0.85,"Requirement specifies a functional capability (store and provide access to emergency information) and explicitly requires it to be stored securely (security). 'For easy access' implies usability concerns, so Usability is marked. No explicit availability, performance, scalability, etc."
7394,The system shall store camper's immediate parent/guardian's information for contact purposes.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.94,"Specifies a functional behavior: storing parent/guardian contact information for campers. No availability, security, usability, or other quality attributes are explicitly required."
7395,The system shall allow camp administrators to send bi-weekly feedback reports to parents.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.86,"This is a functional requirement specifying that administrators can send bi-weekly feedback reports to parents. No non-functional concerns (security, availability, usability, etc.) are mentioned."
7396,The system shall allow camp administrators to create registration forms for staff and campers.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,This is a functional requirement describing a capability: administrators creating registration forms. No non-functional quality attributes are specified.
7397,The system shall allow camp administrators to store their information for future reference.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.8,"Specifies a functional capability: administrators can store their information for future reference. No non-functional quality attributes (availability, security, performance, etc.) are mentioned."
